                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.5529,                 1.5181,                 1.0673,                0.49823,                0.52988,                0.48839,                0.21789,                  1.544,                 1.6138,                 1.0813,             0.00033926,             0.00033926,             0.00033926
                     14,                 1.5319,                 1.4975,                 1.0608,                0.50077,                0.52781,                0.46222,                0.20208,                 1.5301,                 1.6257,                 1.0825,             0.00033545,             0.00033545,             0.00033545
                     15,                 1.5224,                 1.5046,                 1.0623,                0.48939,                0.54561,                 0.4581,                0.19326,                 1.5193,                  1.701,                 1.0795,             0.00033164,             0.00033164,             0.00033164
                     16,                 1.5183,                 1.4826,                 1.0624,                0.56418,                 0.5787,                0.53304,                0.23754,                    1.5,                 1.5958,                   1.09,             0.00032783,             0.00032783,             0.00032783
                     17,                 1.5305,                 1.4631,                 1.0545,                0.57026,                 0.5811,                0.54815,                 0.2508,                 1.4658,                  1.556,                 1.0616,             0.00032402,             0.00032402,             0.00032402
                     18,                 1.5038,                 1.4586,                 1.0523,                0.54469,                0.56314,                0.52542,                0.22597,                 1.4949,                 1.6572,                 1.0694,              0.0003202,              0.0003202,              0.0003202
                     19,                 1.4913,                 1.4448,                 1.0493,                0.39849,                0.57421,                0.37331,                0.15267,                 1.6169,                 1.9182,                 1.1037,             0.00031639,             0.00031639,             0.00031639
                     20,                 1.4969,                 1.4115,                 1.0479,                0.69088,                0.64829,                 0.6587,                0.32515,                 1.3965,                 1.3701,                 1.0438,             0.00031258,             0.00031258,             0.00031258
                     21,                  1.487,                 1.3999,                  1.038,                0.62073,                0.61851,                 0.6231,                0.29879,                 1.4201,                 1.3818,                 1.0471,             0.00030877,             0.00030877,             0.00030877
                     22,                 1.4866,                 1.3956,                 1.0446,                0.50067,                0.58901,                0.49793,                0.21716,                 1.5236,                 1.6472,                 1.0805,             0.00030496,             0.00030496,             0.00030496
                     23,                 1.4831,                 1.3803,                 1.0422,                 0.5307,                0.56276,                 0.5003,                0.21419,                 1.5168,                 1.6719,                 1.0838,             0.00030115,             0.00030115,             0.00030115
                     24,                 1.4831,                 1.3957,                 1.0397,                0.53141,                0.54235,                0.48701,                0.20829,                 1.5194,                 1.7068,                 1.0798,             0.00029734,             0.00029734,             0.00029734
                     25,                 1.4578,                 1.3379,                 1.0332,                0.59184,                0.58075,                0.58956,                0.26537,                 1.5002,                 1.5241,                 1.0697,             0.00029352,             0.00029352,             0.00029352
                     26,                 1.4652,                 1.3597,                 1.0315,                0.65283,                0.61587,                0.61077,                0.28982,                   1.42,                 1.4565,                 1.0446,             0.00028971,             0.00028971,             0.00028971
                     27,                 1.4645,                 1.3413,                 1.0292,                0.59161,                0.56638,                 0.5292,                0.23423,                  1.526,                 1.6139,                 1.0759,              0.0002859,              0.0002859,              0.0002859
                     28,                 1.4422,                 1.3164,                 1.0278,                 0.5616,                0.54409,                0.49019,                0.21483,                 1.5552,                 1.7308,                 1.0958,             0.00028209,             0.00028209,             0.00028209
                     29,                 1.4441,                 1.2985,                 1.0228,                0.56281,                0.54879,                0.53188,                 0.2339,                  1.543,                 1.6398,                 1.0846,             0.00027828,             0.00027828,             0.00027828
                     30,                 1.4385,                 1.2982,                 1.0193,                 0.5855,                0.63832,                0.61964,                0.27854,                 1.4674,                 1.4921,                 1.0584,             0.00027447,             0.00027447,             0.00027447
                     31,                 1.4392,                 1.2857,                 1.0257,                0.53793,                0.55253,                0.50674,                0.21177,                 1.5427,                 1.7209,                 1.0811,             0.00027065,             0.00027065,             0.00027065
                     32,                 1.4457,                 1.3171,                 1.0302,                0.34102,                0.56947,                 0.3747,                0.15113,                 1.6343,                 1.9539,                 1.1088,             0.00026684,             0.00026684,             0.00026684
                     33,                 1.4304,                 1.2811,                 1.0256,                0.59346,                0.60022,                0.60497,                0.26731,                 1.4837,                 1.5196,                 1.0668,             0.00026303,             0.00026303,             0.00026303
                     34,                 1.4273,                 1.2604,                 1.0197,                0.58052,                  0.598,                0.56707,                 0.2415,                 1.5496,                 1.6362,                  1.093,             0.00025922,             0.00025922,             0.00025922
                     35,                 1.4228,                 1.2542,                 1.0159,                 0.6057,                0.61427,                0.58423,                0.25079,                 1.5587,                 1.6313,                 1.0683,             0.00025541,             0.00025541,             0.00025541
                     36,                 1.4196,                 1.2439,                 1.0173,                0.41651,                0.47954,                0.40087,                0.15742,                 1.6745,                 1.9726,                 1.1294,              0.0002516,              0.0002516,              0.0002516
                     37,                 1.4104,                 1.2197,                 1.0121,                0.66272,                0.67079,                0.64608,                0.30886,                  1.443,                 1.4133,                 1.0473,             0.00024779,             0.00024779,             0.00024779
                     38,                 1.4081,                 1.2205,                 1.0094,                0.72184,                0.65215,                0.67438,                0.31512,                 1.4281,                 1.3809,                 1.0399,             0.00024397,             0.00024397,             0.00024397
                     39,                 1.4065,                 1.2311,                 1.0119,                0.47132,                0.52275,                0.44747,                0.18068,                 1.6268,                 1.8632,                 1.1135,             0.00024016,             0.00024016,             0.00024016
                     40,                 1.4024,                  1.194,                 1.0062,                0.46981,                0.54567,                0.45985,                0.18471,                 1.6487,                 1.8439,                 1.1149,             0.00023635,             0.00023635,             0.00023635
                     41,                 1.4071,                 1.2026,                 1.0039,                0.64917,                0.65516,                0.63166,                0.28609,                 1.4837,                 1.4811,                 1.0612,             0.00023254,             0.00023254,             0.00023254
                     42,                 1.3952,                 1.1954,                 1.0074,                0.62678,                0.59964,                 0.5819,                0.25416,                 1.5573,                 1.6288,                 1.0992,             0.00022873,             0.00022873,             0.00022873
                     43,                 1.3943,                 1.1816,                 1.0013,                0.57604,                0.58983,                0.54855,                0.22822,                 1.6328,                 1.7618,                 1.1179,             0.00022492,             0.00022492,             0.00022492
                     44,                 1.3833,                 1.1581,                  1.003,                0.64682,                0.62299,                0.59987,                0.26342,                 1.5595,                 1.5681,                 1.0865,             0.00022111,             0.00022111,             0.00022111
                     45,                 1.3755,                 1.1457,                0.99959,                 0.5896,                 0.6125,                0.58123,                0.26008,                 1.5584,                 1.6009,                 1.0871,             0.00021729,             0.00021729,             0.00021729
                     46,                 1.3889,                  1.153,                0.99988,                0.64244,                0.62823,                0.61619,                0.26904,                 1.5478,                 1.5725,                 1.0898,             0.00021348,             0.00021348,             0.00021348
                     47,                 1.3792,                 1.1457,                 1.0012,                0.55569,                  0.558,                0.51952,                0.21133,                 1.6583,                 1.7856,                 1.1214,             0.00020967,             0.00020967,             0.00020967
                     48,                 1.3896,                 1.1449,                0.99828,                0.57654,                0.58041,                0.55753,                0.23254,                 1.6365,                 1.7441,                 1.1346,             0.00020586,             0.00020586,             0.00020586
                     49,                 1.3668,                 1.1488,                0.99875,                0.65081,                0.59057,                0.57335,                0.25362,                 1.5909,                 1.6339,                  1.106,             0.00020205,             0.00020205,             0.00020205
                     50,                 1.3729,                  1.141,                0.99459,                0.54773,                0.54933,                0.51779,                 0.2078,                  1.668,                 1.7982,                 1.1288,             0.00019824,             0.00019824,             0.00019824
                     51,                 1.3706,                 1.1321,                 1.0004,                0.43679,                0.48358,                0.40751,                0.16058,                 1.7683,                 2.0691,                 1.1597,             0.00019442,             0.00019442,             0.00019442
                     52,                 1.3537,                 1.1028,                0.98964,                0.60549,                0.60021,                0.58757,                0.24001,                 1.6369,                 1.6635,                 1.1242,             0.00019061,             0.00019061,             0.00019061
                     53,                  1.359,                 1.1171,                0.99666,                0.60193,                0.58116,                0.56267,                0.23289,                 1.6375,                  1.713,                 1.1194,              0.0001868,              0.0001868,              0.0001868
                     54,                  1.364,                 1.0996,                0.99438,                0.69518,                0.65389,                0.67448,                0.30719,                 1.5152,                 1.4529,                 1.0714,             0.00018299,             0.00018299,             0.00018299
                     55,                 1.3509,                 1.0739,                0.98857,                0.60343,                0.60024,                0.57839,                 0.2461,                 1.6129,                  1.641,                 1.1016,             0.00017918,             0.00017918,             0.00017918
                     56,                 1.3584,                 1.1022,                0.99043,                0.44347,                0.57793,                0.47153,                0.18825,                 1.7247,                 1.9009,                 1.1577,             0.00017537,             0.00017537,             0.00017537
                     57,                 1.3358,                  1.082,                 0.9874,                0.69312,                0.66442,                0.66954,                0.30679,                 1.5543,                 1.4751,                 1.0901,             0.00017156,             0.00017156,             0.00017156
                     58,                 1.3485,                 1.0652,                 0.9879,                0.58773,                0.56316,                 0.5455,                0.22728,                 1.6801,                 1.7623,                 1.1219,             0.00016774,             0.00016774,             0.00016774
                     59,                 1.3463,                 1.0674,                0.99145,                0.69489,                0.67474,                0.67591,                0.30445,                 1.5602,                 1.4788,                 1.0954,             0.00016393,             0.00016393,             0.00016393
                     60,                 1.3338,                  1.042,                  0.987,                0.68313,                0.63332,                0.61836,                 0.2726,                 1.6279,                 1.5988,                 1.1249,             0.00016012,             0.00016012,             0.00016012
                     61,                 1.3443,                 1.0571,                0.98297,                0.68934,                0.66167,                0.65974,                0.30866,                 1.5656,                 1.4603,                 1.0922,             0.00015631,             0.00015631,             0.00015631
                     62,                 1.3317,                 1.0432,                0.98322,                  0.618,                0.60925,                0.56835,                0.24663,                  1.688,                 1.6916,                 1.1468,              0.0001525,              0.0001525,              0.0001525
                     63,                 1.3316,                 1.0247,                0.98309,                 0.7063,                0.71528,                0.71198,                0.34133,                 1.5295,                 1.3484,                 1.0826,             0.00014869,             0.00014869,             0.00014869
                     64,                 1.3272,                 1.0337,                0.98417,                0.60281,                0.62864,                0.58687,                0.25351,                 1.6976,                 1.6404,                  1.156,             0.00014488,             0.00014488,             0.00014488
                     65,                 1.3293,                 1.0295,                0.98172,                0.62081,                0.60525,                0.57811,                0.24367,                 1.7132,                 1.7125,                 1.1551,             0.00014106,             0.00014106,             0.00014106
                     66,                 1.3222,                 1.0223,                0.98324,                0.60332,                0.61965,                0.58945,                0.25254,                 1.7096,                 1.6445,                 1.1492,             0.00013725,             0.00013725,             0.00013725
                     67,                 1.3143,                 1.0025,                0.97601,                0.60476,                0.64912,                0.60976,                0.26987,                 1.6788,                 1.5796,                 1.1461,             0.00013344,             0.00013344,             0.00013344
                     68,                 1.3185,                 1.0074,                0.97719,                0.56417,                0.62078,                0.56836,                0.24213,                 1.6963,                 1.6745,                  1.152,             0.00012963,             0.00012963,             0.00012963
                     69,                 1.3169,                  1.015,                 0.9793,                0.61645,                 0.5995,                 0.5926,                0.24679,                 1.7229,                 1.6576,                  1.166,             0.00012582,             0.00012582,             0.00012582
                     70,                 1.3077,                0.99529,                0.97526,                0.65102,                0.62664,                0.62422,                0.28183,                 1.6702,                 1.5509,                 1.1369,             0.00012201,             0.00012201,             0.00012201
                     71,                 1.3112,                 1.0113,                0.97768,                0.71085,                0.68319,                0.68318,                 0.3144,                 1.5952,                 1.4336,                 1.1042,              0.0001182,              0.0001182,              0.0001182
                     72,                 1.3138,                 0.9872,                0.97531,                0.72007,                0.70305,                0.68831,                 0.3229,                 1.5988,                 1.4205,                 1.1009,             0.00011438,             0.00011438,             0.00011438
                     73,                 1.3001,                0.98018,                0.97516,                0.67351,                0.69113,                0.67355,                0.31114,                 1.6258,                 1.4328,                 1.1135,             0.00011057,             0.00011057,             0.00011057
                     74,                 1.2934,                0.96781,                0.97265,                0.66669,                0.65023,                 0.6178,                 0.2731,                 1.7389,                 1.5443,                 1.1651,             0.00010676,             0.00010676,             0.00010676
                     75,                  1.309,                0.97372,                0.97283,                0.60973,                0.62257,                 0.5841,                0.24332,                 1.7748,                 1.6257,                 1.1747,             0.00010295,             0.00010295,             0.00010295
                     76,                 1.2985,                0.97473,                0.97237,                0.69714,                0.66996,                0.65413,                0.29886,                 1.6949,                 1.4597,                 1.1598,             9.9137e-05,             9.9137e-05,             9.9137e-05
                     77,                 1.2867,                0.95534,                0.97219,                0.63112,                0.65349,                0.61492,                 0.2642,                 1.7548,                 1.5709,                 1.1776,             9.5326e-05,             9.5326e-05,             9.5326e-05
                     78,                 1.2721,                0.95818,                0.97106,                0.68147,                0.66594,                0.63405,                0.28822,                 1.7151,                  1.448,                 1.1613,             9.1514e-05,             9.1514e-05,             9.1514e-05
                     79,                 1.2854,                0.93879,                0.97204,                0.65917,                0.66379,                0.63312,                0.27554,                 1.7608,                 1.5244,                 1.1868,             8.7703e-05,             8.7703e-05,             8.7703e-05
                     80,                 1.2686,                 0.9306,                0.96387,                0.68662,                0.69832,                0.66867,                 0.2978,                 1.7219,                  1.397,                 1.1612,             8.3891e-05,             8.3891e-05,             8.3891e-05
                     81,                 1.2805,                 0.9469,                0.96704,                0.65336,                0.62774,                0.61444,                0.26458,                 1.7591,                 1.5492,                 1.1742,              8.008e-05,              8.008e-05,              8.008e-05
                     82,                 1.2816,                0.93396,                0.97069,                 0.6055,                0.62633,                0.57407,                0.23804,                 1.8432,                 1.6496,                 1.2239,             7.6268e-05,             7.6268e-05,             7.6268e-05
                     83,                 1.2865,                0.93583,                0.96675,                0.67181,                0.68705,                0.66408,                0.30575,                 1.6947,                 1.4356,                 1.1601,             7.2457e-05,             7.2457e-05,             7.2457e-05
                     84,                 1.2736,                0.92506,                0.96518,                0.71952,                0.71814,                0.69839,                0.32621,                 1.6728,                 1.3451,                 1.1479,             6.8646e-05,             6.8646e-05,             6.8646e-05
                     85,                 1.2714,                0.93126,                0.96382,                0.65386,                0.65293,                0.61989,                0.27656,                 1.7675,                 1.4826,                 1.1938,             6.4834e-05,             6.4834e-05,             6.4834e-05
                     86,                 1.2759,                0.93032,                0.96805,                0.70305,                0.69537,                0.67179,                0.30466,                 1.7006,                 1.4059,                  1.149,             6.1023e-05,             6.1023e-05,             6.1023e-05
                     87,                 1.2639,                0.91876,                0.96248,                0.64963,                0.65607,                0.60973,                0.26805,                 1.7939,                  1.521,                 1.2108,             5.7211e-05,             5.7211e-05,             5.7211e-05
                     88,                 1.2534,                0.90809,                 0.9613,                0.66135,                0.64135,                0.60958,                 0.2675,                 1.8263,                 1.4994,                 1.2306,               5.34e-05,               5.34e-05,               5.34e-05
                     89,                 1.2607,                0.90992,                0.96203,                0.74166,                0.70944,                0.69557,                0.32596,                 1.6768,                 1.3321,                  1.145,             4.9588e-05,             4.9588e-05,             4.9588e-05
                     90,                 1.2516,                0.89319,                 0.9591,                0.66096,                0.67633,                0.63401,                0.27531,                 1.7723,                 1.4751,                  1.181,             4.5776e-05,             4.5776e-05,             4.5776e-05
                     91,                 1.2033,                0.87137,                0.95883,                0.71306,                0.70042,                0.67522,                 0.3054,                 1.7223,                 1.3755,                 1.1816,             4.1965e-05,             4.1965e-05,             4.1965e-05
                     92,                 1.2007,                0.85356,                0.95828,                0.69877,                0.68477,                0.65882,                 0.2887,                 1.7695,                 1.4086,                 1.1995,             3.8153e-05,             3.8153e-05,             3.8153e-05
                     93,                 1.1941,                0.84979,                0.95593,                 0.7213,                0.70908,                  0.695,                0.31835,                 1.7088,                 1.3353,                  1.168,             3.4342e-05,             3.4342e-05,             3.4342e-05
                     94,                 1.1813,                0.83163,                0.95145,                0.74069,                0.69146,                0.67872,                0.30963,                 1.7568,                 1.3549,                 1.1982,              3.053e-05,              3.053e-05,              3.053e-05
                     95,                  1.186,                0.83913,                0.95407,                0.71558,                0.70318,                0.68152,                0.31028,                 1.7461,                   1.36,                 1.1827,             2.6719e-05,             2.6719e-05,             2.6719e-05
                     96,                 1.1783,                0.82276,                0.95103,                0.70179,                0.71843,                0.68221,                0.31234,                 1.7431,                 1.3377,                 1.1821,             2.2908e-05,             2.2908e-05,             2.2908e-05
                     97,                 1.1739,                0.81568,                0.94925,                0.72793,                0.73327,                0.69875,                0.32746,                 1.7342,                 1.2815,                 1.1848,             1.9096e-05,             1.9096e-05,             1.9096e-05
                     98,                 1.1844,                0.82528,                0.95512,                0.72447,                0.73524,                 0.6995,                0.32316,                 1.7376,                 1.2934,                 1.1768,             1.5285e-05,             1.5285e-05,             1.5285e-05
                     99,                 1.1542,                0.80256,                0.94244,                0.72004,                0.72453,                0.68712,                0.31378,                 1.7612,                 1.3205,                 1.1965,             1.1473e-05,             1.1473e-05,             1.1473e-05
                    100,                 1.1669,                0.81794,                0.95039,                0.72255,                0.73578,                 0.6999,                0.32681,                 1.7328,                 1.2866,                 1.1823,             7.6615e-06,             7.6615e-06,             7.6615e-06
